License Creation Date,Longitude,Latitude
08/27/2004,-73.98686541972873,40.75431708865135
12/05/2014,-73.9069268281986,40.76820158202948
01/11/2006,-73.7892842185725,40.70729121951161
06/22/2012,-73.94001991132355,40.83760200533997
10/26/2016,-73.82049747055868,40.70210984823282
07/15/2020,-73.78966321350295,40.70720407996868
09/08/2010,-73.94777999272682,40.66135183241761
04/23/2008,-73.98397516909118,40.7506881676495
06/23/2004,-73.88261129884128,40.66646397586904
05/27/2016,-73.89224951334751,40.74716403096341
04/12/2016,-73.94021260626926,40.70762775314755
02/23/2018,-73.90384567687367,40.84438989086224
09/15/2016,-74.01626473312574,40.63937133577816
01/11/2021,-73.98591195733462,40.74000585562675
03/17/2020,-73.90310667137645,40.74133284470868
07/22/2020,-73.99908507523914,40.61882224576021
01/25/2018,-73.90349416208333,40.74537618967035
04/04/2016,-73.85676889546612,40.85312685309395
06/07/2016,-73.98552645046023,40.72056196123128
08/06/2018,-73.87903443257981,40.71276458213765
04/27/2022,-73.83735301512489,40.58006037261243
01/31/2014,-73.92373986983549,40.7077854493441
02/22/2018,-73.9978559556608,40.75633795026236
05/17/2012,-73.95417601013015,40.74256943292526
07/22/2010,-74.00337480968061,40.68361553250527
11/05/2009,-73.98914024809142,40.72658984697322
02/23/2018,-73.9081185651524,40.85165586715717
03/23/2016,-73.94857173752693,40.74240512645203
11/14/2018,-73.8865774396821,40.65313654797062
04/04/2006,-73.94762270468097,40.65969116896318
02/22/2018,-73.97455507368646,40.59029551093588
08/20/2018,-73.76839839624587,40.66429801740357
02/20/2018,-73.87734215326783,40.74833485294691
06/29/2016,-73.97592980072676,40.65210027646288
10/04/2007,-73.98352513961923,40.760753085757045
04/25/2022,-74.06815453286526,40.59749419474449
04/25/2022,-73.92795609312111,40.61453700955034
04/27/2022,-74.02783348570989,40.61959291124509
02/23/2018,-73.99013544337123,40.75489930122157
04/25/2022,-73.8862043005336,40.81907305325831
02/20/2018,-73.95032779261946,40.82657590377374
04/25/2022,-74.06274980545506,40.609253239252695
01/06/2015,-73.98571351193591,40.72304324626938
07/09/2009,-73.98483562074706,40.76011648520396
04/24/2014,-74.00994516633249,40.617896824198816
03/10/2015,-74.08917780605738,40.60911774669653
05/03/2016,-73.93745018528024,40.79941335946391
12/26/2018,-73.84080510008324,40.69043876328576
11/15/2012,-73.96296275912128,40.58130862437012
10/11/2018,-73.91683940191054,40.835411064767534
02/23/2018,-73.9204029288955,40.75962337846785
12/01/2000,-74.00616416668282,40.708005423405226
01/19/2012,-73.91996658765233,40.70218631045002
07/07/2023,-73.75402717307344,40.60074530545484
06/15/2012,-74.1020816469481,40.57817584934895
04/27/2018,-73.94460616506713,40.715831302183744
08/12/2016,-73.86110046026995,40.75394315079688
01/19/2018,-73.85571856214723,40.81074712504548
10/15/2018,-73.97783453319394,40.6897919267245
12/17/2001,-73.77942710897327,40.71370100775879
05/15/2014,-73.99328470533011,40.665000321341566
06/06/2016,-73.78322120339989,40.712802440663125
03/10/2021,-73.93137071625412,40.76159841610568
09/02/2010,-73.95336586190652,40.82245735304772
10/16/2018,-73.88559575935314,40.84310517844355
11/20/2015,-73.98776859948752,40.74978835571634
11/03/2017,-74.01370610695912,40.70773029611131
01/31/2018,-73.99214912495523,40.66622442041491
11/19/2020,-73.79585193392555,40.73803344990079
08/06/2008,-73.86258144552865,40.7498909308804
12/28/2000,-73.97945680950716,40.76124374118634
07/13/2004,-73.95258895771543,40.680589309344256
10/09/2020,-74.15842562596855,40.6368122551178
10/18/2000,-73.98222574060378,40.77387549830657
09/18/2000,-73.97371174947916,40.78439718814457
03/31/2020,-73.92368732376343,40.69382278438541
09/12/2002,-73.8309234168928,40.70805708273513
09/12/2019,-73.94631304460808,40.82701874848621
04/27/2022,,
05/05/2014,-73.86717408359885,40.89742220957901
04/27/2022,-73.94146174706842,40.8336256591498
09/13/2010,-74.0116981375378,40.71375527141754
01/11/2005,-73.98776394949685,40.59825759358873
12/20/2000,-73.85763761718188,40.73942192669203
12/14/2021,-73.90533943441598,40.70140942023485
01/26/2018,-73.97376677467827,40.68139756029208
12/31/2007,-73.9925469493258,40.7189706693982
08/12/2009,-73.85486892774392,40.7431485927324
01/19/2022,-73.79471882165248,40.705250695192845
03/15/2016,-74.12387607652009,40.62129444030949
12/22/2006,-73.88485547323533,40.67987173897193
06/12/2014,-73.85134437015763,40.83316868419078
10/16/2020,-73.93255208623478,40.85688767546475
07/26/2022,-73.9105061929483,40.6782723868978
07/22/2022,-74.13649782837778,40.6246370302548
08/03/2022,-73.9196961698638,40.70811207115455
07/17/2023,-73.88099924626472,40.73559479958696
07/17/2023,-74.02330745255102,40.63511021472844
07/26/2022,-73.95074974176741,40.66168526059758
07/26/2022,-73.74194757356761,40.67660150414049
08/02/2022,-73.92656146779206,40.824718768167735
04/08/2011,-73.960016884307,40.58304509681729
07/07/2014,-74.00925599630611,40.71325594707911
08/02/2022,-73.98899295995196,40.613524272066094
07/25/2022,-73.82921329749237,40.70964103432341
11/05/2020,-73.83590241351132,40.707454949677086
07/29/2022,-73.92410644367234,40.74379966072605
07/26/2022,-73.98469034437947,40.74827563149928
07/26/2022,-73.76612350120776,40.68189846756793
07/28/2022,-73.91843189697894,40.61530742254488
07/25/2022,-73.9636457982606,40.64922600672808
08/01/2022,-74.0284578930657,40.62250772712897
05/03/2018,-73.99144299788405,40.66326549911736
06/21/2018,-74.01380571739296,40.63139530518553
05/19/2010,-73.94426750297592,40.81454577824675
10/07/2016,-73.98787411658247,40.76493661329169
02/03/2015,-73.99139019016792,40.76521140387082
10/14/2016,-74.10194676656356,40.58886423413445
12/19/2014,-73.90821278667134,40.75718246603899
02/08/2012,-74.03082417446987,40.63722742117115
02/23/2018,-73.87208270235332,40.748872592757806
02/20/2018,-73.96297391546207,40.76248848096064
07/02/2014,-73.98586602387003,40.752403882129606
07/20/2023,-74.0727149053371,40.592361369073416
07/22/2003,-73.9733699123345,40.65497075412529
10/21/2016,-73.97374786937992,40.74773843129742
04/26/2005,-74.16959473289356,40.57855715118557
04/25/2002,-74.00023093446343,40.7350853758031
06/07/2010,-73.96526822000759,40.60624310062519
07/14/2023,-73.91108102453146,40.84201877747143
05/26/2016,-74.17735741772759,40.54108696552374
11/30/2016,-74.00809368852062,40.64726071317648
06/24/2009,-73.82480262793301,40.68605680976229
07/18/2023,-73.8769150566095,40.89550074900477
07/23/2009,-73.89031834114205,40.633388688218304
10/01/2010,-73.99212120686624,40.749994591761
10/06/2008,-73.93739751897476,40.70179088543693
01/07/2020,-74.00950391062128,40.70638029595102
10/19/2010,-73.99039716183842,40.71709858393529
02/22/2018,-73.80943096152451,40.7051716914037
08/10/2010,-73.99212120686624,40.749994591761
12/31/2003,-73.83405172443383,40.758312683272
09/07/2016,-73.94888329701573,40.69379556195047
01/29/2018,-73.94960869781177,40.812322267246245
10/25/2016,-73.93011782683452,40.65177963892008
01/23/2012,-74.1585425613329,40.61323705086108
08/06/2001,-73.91956495337712,40.76604000723217
04/28/2005,-73.98365359166165,40.75215107270256
07/18/2018,-73.84579387252576,40.78478832452216
04/04/2014,-73.99620842246371,40.72103765182116
04/20/2020,-74.00856437495071,40.63646818289232
02/08/2018,-73.98916564752423,40.74789461936874
08/01/2008,-74.0014001284846,40.73928758384142
10/09/2012,-74.14100097267048,40.62983023405393
02/21/2018,-73.98487935982509,40.77415584036397
06/04/2018,-73.90593843804949,40.77275430471109
06/21/2010,-73.9536730453112,40.68222838047677
02/01/2016,-73.99332701346299,40.60239995037991
01/19/2016,-73.91322527935299,40.80795572650117
10/25/2016,-74.20906226639704,40.5572801922661
10/01/2010,-73.99212120686624,40.749994591761
07/27/2016,-73.88843737874105,40.86846078855624
11/15/2007,-73.97566523510437,40.74509016937722
01/26/2009,-73.95315268263167,40.67876426572796
